survived,pclass,sex,fare,familySize,embarked,age
0,3,male,7.8958,0,S,17.0
0,3,male,8.6625,0,S,42.0
0,3,male,7.8958,0,S,43.0
0,3,male,7.2292,0,C,
0,3,male,7.75,0,Q,32.0
1,3,male,8.05,0,S,19.0
1,3,female,12.475,0,S,30.0
0,3,female,7.75,0,Q,24.0
1,3,female,8.05,0,S,23.0
0,3,male,7.8958,0,C,33.0
0,3,male,7.75,0,Q,65.0
1,3,male,7.55,0,S,24.0
0,3,male,13.9,1,S,23.0
1,3,female,13.9,1,S,22.0
0,3,male,7.775,0,S,18.0
0,3,male,7.775,0,S,16.0
0,3,male,6.975,0,S,45.0
0,3,male,7.225,0,C,
0,3,male,7.2292,2,C,39.0
0,3,male,7.2292,2,C,17.0
0,3,male,7.2292,2,C,15.0
0,3,male,7.25,0,S,47.0
1,3,female,12.475,0,S,5.0
0,3,male,7.225,0,C,
0,3,male,15.1,0,S,40.5
0,3,male,7.75,0,Q,40.5
1,3,male,7.05,0,S,
0,3,male,7.7958,0,S,18.0
0,3,female,7.75,0,Q,
0,3,male,7.75,0,Q,
0,3,male,6.95,0,Q,
0,3,male,7.8792,0,Q,26.0
0,3,male,7.75,0,Q,
1,3,male,56.4958,0,S,
0,3,female,34.375,4,S,21.0
0,3,female,34.375,4,S,9.0
0,3,male,8.05,0,S,
0,3,male,34.375,4,S,18.0
0,3,male,34.375,4,S,16.0
0,3,female,34.375,4,S,48.0
0,3,male,7.75,0,Q,
0,3,male,7.25,0,S,
0,3,male,7.7417,0,Q,25.0
0,3,male,14.5,0,S,
0,3,male,7.8958,0,C,
0,3,male,8.05,0,S,22.0
1,3,female,7.7333,0,Q,16.0
1,3,female,7.75,0,Q,
1,3,male,20.525,2,S,9.0
0,3,male,20.525,2,S,33.0
0,3,male,7.85,0,S,41.0
1,3,female,20.525,2,S,31.0
0,3,male,7.05,0,S,38.0
0,3,male,46.9,7,S,9.0
0,3,male,46.9,7,S,1.0
0,3,male,46.9,7,S,11.0
0,3,female,46.9,7,S,10.0
0,3,female,46.9,7,S,16.0
0,3,male,46.9,7,S,14.0
0,3,male,46.9,7,S,40.0
0,3,female,46.9,7,S,43.0
0,3,male,8.05,0,S,51.0
0,3,male,8.3625,0,S,32.0
0,3,male,8.05,0,S,
0,3,male,9.8458,0,S,20.0
0,3,male,7.925,2,S,37.0
0,3,male,7.925,2,S,28.0
0,3,male,7.775,0,S,19.0
0,3,female,8.85,0,S,24.0
0,3,female,7.7333,0,Q,17.0
0,3,male,19.9667,1,S,
0,3,male,19.9667,1,S,
0,3,male,15.85,1,S,28.0
1,3,female,15.85,1,S,24.0
0,3,male,9.5,0,S,20.0
0,3,male,7.2292,0,C,23.5
0,3,male,14.1083,2,S,41.0
0,3,male,7.8542,1,S,26.0
0,3,male,7.8542,0,S,21.0
1,3,female,14.1083,1,S,45.0
0,3,female,7.55,0,S,
0,3,male,7.25,0,S,25.0
0,3,male,6.8583,0,Q,
0,3,male,18.7875,0,C,11.0
1,3,female,7.75,0,Q,
1,3,male,6.975,0,S,27.0
1,3,male,56.4958,0,S,
0,3,female,6.75,0,Q,18.0
1,3,female,7.925,0,S,26.0
0,3,female,7.925,0,S,23.0
1,3,female,8.9625,0,S,22.0
0,3,male,7.8958,0,S,28.0
0,3,female,7.775,0,S,28.0
0,3,female,7.75,0,Q,
1,3,female,12.2875,1,S,2.0
1,3,female,12.2875,2,S,22.0
0,3,male,6.45,0,S,43.0
0,3,male,22.525,0,S,28.0
1,3,female,7.925,0,S,27.0
0,3,male,7.75,0,Q,
1,3,female,8.05,0,S,
0,3,male,7.65,0,S,42.0
1,3,male,7.8875,0,S,
0,3,male,7.2292,0,C,30.0
0,3,male,7.8958,0,S,
0,3,female,7.925,1,S,27.0
0,3,female,7.925,1,S,25.0
0,3,male,7.8958,0,S,
1,3,male,7.8958,0,C,29.0
1,3,male,7.7958,0,S,21.0
0,3,male,7.05,0,S,
0,3,male,7.8542,0,S,20.0
0,3,male,7.8542,0,S,48.0
0,3,male,7.0542,1,S,17.0
1,3,female,7.75,0,Q,
1,3,male,8.1125,0,S,
0,3,male,6.4958,0,S,34.0
1,3,male,7.775,0,S,26.0
0,3,male,7.7958,0,S,22.0
0,3,male,8.6542,0,S,33.0
0,3,male,7.775,0,S,31.0
0,3,male,7.8542,0,S,29.0
1,3,male,11.1333,2,S,4.0
1,3,female,11.1333,2,S,1.0
0,3,male,0.0,0,S,49.0
0,3,male,7.775,0,S,33.0
0,3,male,0.0,0,S,19.0
1,3,female,11.1333,2,S,27.0
0,3,male,23.45,3,S,
0,3,female,23.45,3,S,
0,3,male,23.45,3,S,
0,3,female,23.45,3,S,
0,3,male,7.8958,0,S,23.0
1,3,male,7.8542,0,S,32.0
0,3,male,7.8542,0,S,27.0
0,3,female,9.825,1,S,20.0
0,3,female,9.825,1,S,21.0
1,3,male,7.925,0,S,32.0
0,3,male,7.125,0,S,17.0
0,3,male,8.4333,0,S,21.0
0,3,male,7.8958,0,S,30.0
1,3,male,7.7958,0,S,21.0
0,3,male,7.8542,0,S,33.0
0,3,male,7.5208,0,S,22.0
1,3,female,13.4167,1,C,4.0
1,3,male,13.4167,1,C,39.0
0,3,male,7.2292,0,C,
0,3,male,7.2292,0,C,18.5
0,3,male,7.75,0,Q,
0,3,male,7.25,0,S,
1,3,female,7.75,0,Q,
1,3,female,7.75,0,Q,
0,3,male,7.8292,0,Q,34.5
0,3,male,8.05,0,S,44.0
1,3,male,7.75,0,Q,
0,3,male,14.4542,1,C,
0,3,female,14.4542,1,C,
0,3,male,7.75,1,Q,
0,3,male,7.75,1,Q,
0,3,male,7.7375,0,Q,
0,3,female,8.6625,2,S,22.0
0,3,male,8.6625,2,S,26.0
1,3,female,22.025,2,S,4.0
1,3,male,22.025,4,S,29.0
1,3,female,22.025,2,S,26.0
0,3,female,12.1833,2,S,1.0
0,3,male,7.8542,2,S,18.0
0,3,female,12.1833,2,S,36.0
0,3,male,7.8958,0,C,
1,3,male,7.2292,0,C,25.0
0,3,male,7.225,0,C,
0,3,female,9.5875,0,S,37.0
0,3,male,7.8958,0,S,
1,3,male,56.4958,0,S,
0,3,male,56.4958,0,S,
1,3,female,7.25,0,S,22.0
0,3,male,7.75,0,Q,
1,3,male,56.4958,0,S,26.0
0,3,male,9.4833,0,S,29.0
0,3,male,7.775,0,S,29.0
0,3,male,7.775,0,S,22.0
1,3,male,7.225,0,C,22.0
0,3,male,25.4667,4,S,
0,3,female,25.4667,4,S,
0,3,female,25.4667,4,S,
0,3,female,25.4667,4,S,
0,3,female,25.4667,4,S,
0,3,male,7.925,0,S,32.0
0,3,male,6.4375,0,C,34.5
0,3,female,15.5,1,Q,
0,3,male,15.5,1,Q,
0,3,male,0.0,0,S,36.0
0,3,male,24.15,0,S,39.0
0,3,male,9.5,0,S,24.0
0,3,female,7.775,0,S,25.0
0,3,female,7.75,0,S,45.0
0,3,male,15.55,1,S,36.0
0,3,female,15.55,1,S,30.0
1,3,male,7.925,1,S,20.0
0,3,male,7.8792,0,Q,
0,3,male,56.4958,0,S,28.0
0,3,male,7.55,0,S,
0,3,male,16.1,1,S,30.0
0,3,female,16.1,1,S,26.0
0,3,male,7.8792,0,S,
0,3,male,7.25,0,S,20.5
1,3,male,8.6625,0,S,27.0
0,3,male,7.0542,0,S,51.0
1,3,female,7.8542,0,S,23.0
1,3,male,7.5792,0,S,32.0
0,3,male,7.8958,0,S,
0,3,male,7.55,0,S,
1,3,female,7.75,0,Q,
1,3,male,7.1417,0,S,24.0
0,3,male,7.125,0,S,22.0
0,3,female,7.8792,0,Q,
0,3,male,7.75,0,Q,
0,3,male,8.05,0,S,
0,3,male,7.925,0,S,29.0
1,3,male,7.2292,0,C,
0,3,female,7.75,0,Q,30.5
1,3,female,7.7375,0,Q,
0,3,male,7.2292,0,C,
0,3,male,7.8958,0,C,35.0
0,3,male,7.8958,0,S,33.0
1,3,female,7.225,0,C,
0,3,male,7.8958,0,C,
1,3,female,7.75,0,Q,
1,3,male,7.75,0,Q,
1,3,female,23.25,2,Q,
1,3,female,23.25,2,Q,
1,3,male,23.25,2,Q,
1,3,female,7.7875,0,Q,
0,3,male,15.5,0,Q,
1,3,female,7.8792,0,Q,
1,3,female,8.0292,0,Q,15.0
0,3,female,7.75,0,Q,35.0
0,3,male,7.75,0,Q,
0,3,male,16.1,1,S,24.0
0,3,female,16.1,1,S,19.0
0,3,female,7.75,0,Q,
0,3,female,8.05,0,S,
0,3,female,8.05,0,S,
0,3,male,8.05,0,S,55.5
0,3,male,7.75,0,Q,
1,3,male,7.775,0,S,21.0
0,3,male,8.05,0,S,
0,3,male,7.8958,0,S,24.0
0,3,male,7.8958,0,S,21.0
0,3,male,7.8958,0,S,28.0
0,3,male,7.8958,0,S,
1,3,female,7.8792,0,Q,
0,3,male,7.65,0,S,25.0
1,3,male,12.475,1,S,6.0
1,3,female,12.475,1,S,27.0
0,3,male,8.05,0,S,
1,3,female,24.15,1,Q,
0,3,male,24.15,1,Q,
0,3,male,8.4583,0,Q,
0,3,male,8.05,0,S,34.0
0,3,male,7.75,0,Q,
1,3,male,7.775,0,S,
1,3,male,15.2458,2,C,
1,3,male,15.2458,2,C,
1,3,female,15.2458,2,C,
1,3,female,7.2292,0,C,
0,3,male,8.05,0,S,
1,3,female,7.7333,0,Q,
1,3,female,7.75,0,Q,24.0
0,3,male,8.05,0,S,
1,3,female,15.5,1,Q,
1,3,female,15.5,1,Q,
1,3,female,15.5,0,Q,
0,3,male,7.75,0,S,18.0
0,3,male,7.8958,0,S,22.0
1,3,female,7.225,0,C,15.0
1,3,female,15.7417,2,C,1.0
1,3,male,15.7417,2,C,20.0
1,3,female,15.7417,2,C,19.0
0,3,male,8.05,0,S,33.0
0,3,male,7.8958,0,S,
0,3,male,7.2292,0,C,
0,3,female,7.75,0,Q,
0,3,male,7.8958,0,S,
1,3,male,11.2417,1,C,12.0
1,3,female,11.2417,1,C,14.0
0,3,female,7.925,0,S,29.0
0,3,male,8.05,0,S,28.0
1,3,female,7.775,0,S,18.0
1,3,female,7.8542,0,S,26.0
0,3,male,7.8542,0,S,21.0
0,3,male,7.125,0,S,41.0
1,3,male,7.925,0,S,39.0
0,3,male,7.8,0,S,21.0
0,3,male,7.2292,0,C,28.5
1,3,female,7.75,0,S,22.0
0,3,male,6.2375,0,S,61.0
0,3,male,15.5,1,Q,
0,3,male,7.8292,0,Q,
1,3,female,15.5,1,Q,
0,3,male,7.7333,0,Q,
0,3,male,7.75,0,Q,
0,3,male,7.75,0,Q,
0,3,male,9.225,0,S,23.0
0,3,female,7.75,0,Q,
1,3,female,7.75,0,Q,
1,3,female,7.8792,0,Q,
1,3,female,7.775,0,S,22.0
1,3,male,7.75,0,Q,
1,3,female,7.8292,0,Q,
1,3,male,3.1708,1,S,9.0
0,3,male,22.525,0,S,28.0
0,3,male,8.4042,1,S,42.0
0,3,male,7.3125,0,S,
0,3,female,7.8542,0,S,31.0
0,3,male,7.8542,0,S,28.0
1,3,male,7.775,0,S,32.0
0,3,male,9.225,0,S,20.0
0,3,female,8.6625,0,S,23.0
0,3,female,8.6625,0,S,20.0
0,3,male,8.6625,0,S,20.0
0,3,male,9.2167,0,S,16.0
1,3,female,8.6833,0,S,31.0
0,3,female,7.6292,0,Q,
0,3,male,21.075,4,S,2.0
0,3,male,21.075,4,S,6.0
0,3,female,21.075,4,S,3.0
0,3,female,21.075,4,S,8.0
0,3,female,21.075,4,S,29.0
0,3,male,39.6875,5,S,1.0
0,3,male,39.6875,5,S,7.0
0,3,male,39.6875,5,S,2.0
0,3,male,39.6875,5,S,16.0
0,3,male,39.6875,5,S,14.0
0,3,female,39.6875,5,S,41.0
0,3,male,8.6625,0,S,21.0
0,3,male,14.5,0,S,19.0
0,3,male,8.7125,0,C,
0,3,male,7.8958,0,S,32.0
0,3,male,13.775,2,S,0.75
0,3,female,13.775,2,S,3.0
0,3,female,13.775,2,S,26.0
0,3,male,7.0,0,S,
0,3,male,7.775,0,S,
0,3,male,8.05,0,S,
0,3,male,7.925,0,S,21.0
0,3,male,7.925,0,S,25.0
0,3,male,7.25,0,S,22.0
1,3,male,7.775,1,S,25.0
1,3,male,22.3583,2,C,
1,3,female,22.3583,2,C,
1,3,female,22.3583,2,C,
0,3,female,8.1375,0,Q,
0,3,male,8.05,0,S,24.0
0,3,female,7.8958,0,S,28.0
0,3,male,7.8958,0,S,19.0
0,3,male,7.8958,0,S,
0,3,male,7.775,1,S,25.0
0,3,female,7.775,0,S,18.0
1,3,male,8.05,0,S,32.0
0,3,male,7.8958,0,S,
0,3,male,8.6625,0,S,17.0
0,3,male,8.6625,0,S,24.0
0,3,male,7.8958,0,S,
0,3,female,8.1125,0,S,
0,3,male,7.2292,0,C,
0,3,male,7.25,0,S,
0,3,male,7.8958,0,S,38.0
0,3,male,8.05,0,S,21.0
0,3,male,29.125,5,Q,10.0
0,3,male,29.125,5,Q,4.0
0,3,male,29.125,5,Q,7.0
0,3,male,29.125,5,Q,2.0
0,3,male,29.125,5,Q,8.0
0,3,female,29.125,5,Q,39.0
0,3,female,39.6875,0,S,22.0
0,3,male,7.125,0,S,35.0
1,3,female,7.7208,0,Q,
0,3,male,14.5,0,S,
0,3,female,14.5,0,S,
0,3,male,14.5,1,S,50.0
0,3,female,14.5,1,S,47.0
0,3,male,8.05,0,S,
0,3,male,7.775,0,S,
0,3,female,20.2125,2,S,2.0
0,3,male,20.2125,2,S,18.0
0,3,female,20.2125,2,S,41.0
1,3,female,8.05,0,S,
0,3,male,8.05,0,S,50.0
0,3,male,8.05,0,S,16.0
1,3,male,7.75,0,Q,
0,3,male,24.15,0,Q,
0,3,male,7.2292,0,C,
0,3,male,7.225,0,C,25.0
0,3,male,7.225,0,C,
0,3,male,7.7292,0,Q,
0,3,male,7.575,0,S,
0,3,male,7.25,0,S,38.5
0,3,male,69.55,10,S,
0,3,male,69.55,10,S,14.5
0,3,female,69.55,10,S,
0,3,female,69.55,10,S,
0,3,female,69.55,10,S,
0,3,female,69.55,10,S,
0,3,male,69.55,10,S,
0,3,male,69.55,10,S,
0,3,male,69.55,10,S,
0,3,male,69.55,10,S,
0,3,female,69.55,10,S,
0,3,male,9.325,0,S,24.0
1,3,female,7.65,0,S,21.0
0,3,male,7.925,0,S,39.0
0,3,male,21.6792,2,C,
0,3,male,21.6792,2,C,
0,3,male,21.6792,2,C,
1,3,female,16.7,2,S,1.0
1,3,female,16.7,2,S,24.0
1,3,female,16.7,2,S,4.0
1,3,male,9.5,0,S,25.0
0,3,male,8.05,0,S,20.0
0,3,male,8.05,0,S,24.5
0,3,male,7.725,0,Q,
0,3,male,7.8958,0,S,
0,3,male,7.75,0,Q,
1,3,male,9.5,0,S,29.0
0,3,male,15.1,0,S,
1,3,female,7.7792,0,Q,
0,3,male,8.05,0,S,
0,3,male,8.05,0,S,
0,3,male,7.2292,0,C,22.0
0,3,male,8.05,0,S,
0,3,male,7.8958,0,S,40.0
0,3,male,7.925,0,S,21.0
1,3,female,7.4958,0,S,18.0
0,3,male,27.9,5,S,4.0
0,3,male,27.9,5,S,10.0
0,3,female,27.9,5,S,9.0
0,3,female,27.9,5,S,2.0
0,3,male,27.9,5,S,40.0
0,3,female,27.9,5,S,45.0
0,3,male,7.8958,0,S,
0,3,male,8.05,0,S,
0,3,male,8.6625,0,S,
0,3,male,7.75,0,Q,
1,3,female,7.7333,0,Q,
0,3,male,7.65,0,S,19.0
0,3,male,8.05,0,S,30.0
0,3,male,8.05,0,S,
0,3,male,8.05,0,S,32.0
0,3,male,7.8958,0,S,
0,3,male,8.6625,0,C,33.0
1,3,female,7.55,0,S,23.0
0,3,male,8.05,0,S,21.0
0,3,male,,0,S,60.5
0,3,male,7.8958,0,S,19.0
0,3,female,9.8375,0,S,22.0
1,3,male,7.925,0,S,31.0
0,3,male,8.6625,0,S,27.0
0,3,female,10.4625,1,S,2.0
0,3,female,10.4625,2,S,29.0
1,3,male,8.05,0,S,16.0
1,3,male,7.925,0,S,44.0
0,3,male,7.05,0,S,25.0
0,3,male,7.775,0,S,74.0
1,3,male,9.225,0,S,14.0
0,3,male,7.7958,0,S,24.0
1,3,male,7.7958,0,S,25.0
0,3,male,8.05,0,S,34.0
1,3,male,8.5167,1,C,0.42
0,3,male,6.4375,1,C,
0,3,male,6.4375,0,C,
0,3,male,7.225,0,C,
1,3,female,8.5167,2,C,16.0
0,3,male,8.05,0,S,
0,3,male,16.1,1,S,
1,3,female,16.1,1,S,
0,3,male,7.925,0,S,32.0
0,3,male,7.75,0,Q,
0,3,male,7.8958,0,S,
0,3,male,8.05,0,S,30.5
0,3,male,8.05,0,S,44.0
0,3,male,7.2292,0,C,
1,3,male,0.0,0,S,25.0
0,3,male,7.2292,0,C,
1,3,male,15.2458,2,C,7.0
1,3,female,15.2458,2,C,9.0
1,3,female,15.2458,2,C,29.0
0,3,male,7.8958,0,S,36.0
1,3,female,9.8417,0,S,18.0
1,3,female,9.5875,0,S,63.0
0,3,male,14.5,2,S,
0,3,male,14.5,2,S,11.5
0,3,male,14.5,2,S,40.5
0,3,female,24.15,2,S,10.0
0,3,male,24.15,2,S,36.0
0,3,female,24.15,2,S,30.0
0,3,male,9.5,0,S,
0,3,male,9.5,0,S,33.0
0,3,male,9.5,0,S,28.0
0,3,male,9.5,0,S,28.0
0,3,male,9.0,0,S,47.0
0,3,female,18.0,2,S,18.0
0,3,male,18.0,3,S,31.0
0,3,male,18.0,2,S,16.0
0,3,female,18.0,1,S,31.0
1,3,male,7.225,0,C,22.0
0,3,male,7.8542,0,S,20.0
0,3,female,7.8542,0,S,14.0
0,3,male,7.8958,0,S,22.0
0,3,male,9.0,0,S,22.0
0,3,male,8.05,0,S,
0,3,male,7.55,0,S,
0,3,male,8.05,0,S,
0,3,male,9.5,0,S,32.5
1,3,female,7.2292,0,C,38.0
0,3,male,7.75,0,S,51.0
0,3,male,6.4958,1,S,18.0
0,3,male,6.4958,1,S,21.0
1,3,female,7.0,1,S,47.0
0,3,male,8.7125,0,S,
0,3,male,7.55,0,S,
0,3,male,8.05,0,S,
0,3,male,16.1,0,S,28.5
0,3,male,7.25,0,S,21.0
0,3,male,8.6625,0,S,27.0
0,3,male,7.25,0,S,
0,3,male,9.5,0,S,36.0
0,3,male,14.4542,1,C,27.0
1,3,female,14.4542,1,C,15.0
0,3,male,7.225,0,C,45.5
0,3,male,7.225,0,C,
0,3,male,14.4583,0,C,
0,3,female,14.4542,1,C,14.5
0,3,female,14.4542,1,C,
0,3,male,7.225,0,C,26.5
0,3,male,7.225,0,C,27.0
0,3,male,7.875,0,S,29.0
