survived,pclass,fare,familySize,age,sex_male,embarked_Q,embarked_S
0,3,7.8542,0,20.0,0,0,1
0,3,7.0458,1,29.0,1,0,1
0,3,7.25,1,22.0,1,0,1
0,3,7.7958,0,22.0,1,0,1
0,3,8.05,0,35.0,1,0,1
0,3,7.2833,0,18.5,0,1,0
1,3,7.8208,0,21.0,1,1,0
0,3,6.75,0,19.0,1,1,0
0,3,7.8792,0,18.0,0,1,0
0,3,8.6625,0,21.0,0,0,1
0,3,8.6625,0,30.0,0,0,1
0,3,8.6625,0,18.0,1,0,1
0,3,8.6625,0,38.0,1,0,1
0,3,8.6625,0,17.0,1,0,1
0,3,8.6625,0,17.0,1,0,1
0,3,7.75,0,21.0,0,1,0
0,3,7.75,0,21.0,1,1,0
0,3,8.05,0,21.0,1,0,1
0,3,14.4583,1,28.0,1,0,0
0,3,14.4583,1,28.0,0,0,0
0,3,7.7958,0,28.0,1,0,1
0,3,7.8542,0,24.0,1,0,1
1,3,7.75,0,16.0,0,1,0
0,3,7.75,0,37.0,0,1,0
0,3,7.25,0,28.0,1,0,1
0,3,8.05,0,24.0,1,0,1
0,3,7.7333,0,21.0,1,1,0
1,3,56.4958,0,32.0,1,0,1
0,3,8.05,0,29.0,1,0,1
0,3,14.4542,1,26.0,1,0,0
0,3,14.4542,1,18.0,1,0,0
0,3,7.05,0,20.0,1,0,1
1,3,8.05,0,18.0,1,0,1
0,3,7.25,0,24.0,1,1,0
0,3,7.4958,0,36.0,1,0,1
0,3,7.4958,0,24.0,1,0,1
0,3,7.7333,0,31.0,1,1,0
0,3,7.75,0,31.0,1,1,0
1,3,7.75,0,22.0,0,1,0
0,3,7.6292,0,30.0,0,1,0
0,3,7.75,0,70.5,1,1,0
0,3,8.05,0,43.0,1,0,1
0,3,7.8958,0,35.0,1,0,1
0,3,7.8958,0,27.0,1,0,1
0,3,7.8958,0,19.0,1,0,1
0,3,8.05,0,30.0,1,0,1
1,3,15.9,2,9.0,1,0,1
1,3,15.9,2,3.0,1,0,1
1,3,15.9,2,36.0,0,0,1
0,3,7.25,0,59.0,1,0,1
0,3,8.1583,0,19.0,1,0,1
1,3,16.1,1,17.0,0,0,1
0,3,16.1,1,44.0,1,0,1
0,3,8.6625,0,17.0,1,0,1
0,3,7.225,0,22.5,1,0,0
1,3,8.05,0,45.0,1,0,1
0,3,10.5167,0,22.0,0,0,1
0,3,10.1708,0,19.0,1,0,1
1,3,6.95,0,30.0,0,1,0
1,3,7.75,0,29.0,1,1,0
0,3,14.4,2,0.33,1,0,1
0,3,14.4,2,34.0,1,0,1
0,3,14.4,2,28.0,0,0,1
0,3,7.8958,0,27.0,1,0,1
0,3,7.8958,0,25.0,1,0,1
0,3,24.15,2,24.0,1,0,1
0,3,8.05,0,22.0,1,0,1
0,3,24.15,2,21.0,1,0,1
0,3,8.05,2,17.0,1,0,1
0,3,16.1,1,28.0,1,0,1
1,3,16.1,1,28.0,0,0,1
1,3,17.4,1,36.5,1,0,1
1,3,17.4,1,36.0,0,0,1
1,3,9.5,0,30.0,1,0,1
0,3,9.5,0,16.0,1,0,1
1,3,20.575,3,1.0,1,0,1
1,3,20.575,3,0.17,0,0,1
0,3,20.575,3,26.0,1,0,1
1,3,20.575,3,33.0,0,0,1
0,3,7.8958,0,25.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.25,0,22.0,1,0,1
0,3,7.25,0,36.0,1,0,1
1,3,7.8792,0,19.0,0,1,0
0,3,7.8958,0,17.0,1,0,1
0,3,8.6625,0,42.0,1,0,1
0,3,7.8958,0,43.0,1,0,1
0,3,7.2292,0,28.0,1,0,0
0,3,7.75,0,32.0,1,1,0
1,3,8.05,0,19.0,1,0,1
1,3,12.475,0,30.0,0,0,1
0,3,7.75,0,24.0,0,1,0
1,3,8.05,0,23.0,0,0,1
0,3,7.8958,0,33.0,1,0,0
0,3,7.75,0,65.0,1,1,0
1,3,7.55,0,24.0,1,0,1
0,3,13.9,1,23.0,1,0,1
1,3,13.9,1,22.0,0,0,1
0,3,7.775,0,18.0,1,0,1
0,3,7.775,0,16.0,1,0,1
0,3,6.975,0,45.0,1,0,1
0,3,7.225,0,28.0,1,0,0
0,3,7.2292,2,39.0,1,0,0
0,3,7.2292,2,17.0,1,0,0
0,3,7.2292,2,15.0,1,0,0
0,3,7.25,0,47.0,1,0,1
1,3,12.475,0,5.0,0,0,1
0,3,7.225,0,28.0,1,0,0
0,3,15.1,0,40.5,1,0,1
0,3,7.75,0,40.5,1,1,0
1,3,7.05,0,28.0,1,0,1
0,3,7.7958,0,18.0,1,0,1
0,3,7.75,0,28.0,0,1,0
0,3,7.75,0,28.0,1,1,0
0,3,6.95,0,28.0,1,1,0
0,3,7.8792,0,26.0,1,1,0
0,3,7.75,0,28.0,1,1,0
1,3,56.4958,0,28.0,1,0,1
0,3,34.375,4,21.0,0,0,1
0,3,34.375,4,9.0,0,0,1
0,3,8.05,0,28.0,1,0,1
0,3,34.375,4,18.0,1,0,1
0,3,34.375,4,16.0,1,0,1
0,3,34.375,4,48.0,0,0,1
0,3,7.75,0,28.0,1,1,0
0,3,7.25,0,28.0,1,0,1
0,3,7.7417,0,25.0,1,1,0
0,3,14.5,0,28.0,1,0,1
0,3,7.8958,0,28.0,1,0,0
0,3,8.05,0,22.0,1,0,1
1,3,7.7333,0,16.0,0,1,0
1,3,7.75,0,28.0,0,1,0
1,3,20.525,2,9.0,1,0,1
0,3,20.525,2,33.0,1,0,1
0,3,7.85,0,41.0,1,0,1
1,3,20.525,2,31.0,0,0,1
0,3,7.05,0,38.0,1,0,1
0,3,46.9,7,9.0,1,0,1
0,3,46.9,7,1.0,1,0,1
0,3,46.9,7,11.0,1,0,1
0,3,46.9,7,10.0,0,0,1
0,3,46.9,7,16.0,0,0,1
0,3,46.9,7,14.0,1,0,1
0,3,46.9,7,40.0,1,0,1
0,3,46.9,7,43.0,0,0,1
0,3,8.05,0,51.0,1,0,1
0,3,8.3625,0,32.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,9.8458,0,20.0,1,0,1
0,3,7.925,2,37.0,1,0,1
0,3,7.925,2,28.0,1,0,1
0,3,7.775,0,19.0,1,0,1
0,3,8.85,0,24.0,0,0,1
0,3,7.7333,0,17.0,0,1,0
0,3,19.9667,1,28.0,1,0,1
0,3,19.9667,1,28.0,1,0,1
0,3,15.85,1,28.0,1,0,1
1,3,15.85,1,24.0,0,0,1
0,3,9.5,0,20.0,1,0,1
0,3,7.2292,0,23.5,1,0,0
0,3,14.1083,2,41.0,1,0,1
0,3,7.8542,1,26.0,1,0,1
0,3,7.8542,0,21.0,1,0,1
1,3,14.1083,1,45.0,0,0,1
0,3,7.55,0,28.0,0,0,1
0,3,7.25,0,25.0,1,0,1
0,3,6.8583,0,28.0,1,1,0
0,3,18.7875,0,11.0,1,0,0
1,3,7.75,0,28.0,0,1,0
1,3,6.975,0,27.0,1,0,1
1,3,56.4958,0,28.0,1,0,1
0,3,6.75,0,18.0,0,1,0
1,3,7.925,0,26.0,0,0,1
0,3,7.925,0,23.0,0,0,1
1,3,8.9625,0,22.0,0,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.775,0,28.0,0,0,1
0,3,7.75,0,28.0,0,1,0
1,3,12.2875,1,2.0,0,0,1
1,3,12.2875,2,22.0,0,0,1
0,3,6.45,0,43.0,1,0,1
0,3,22.525,0,28.0,1,0,1
1,3,7.925,0,27.0,0,0,1
0,3,7.75,0,28.0,1,1,0
1,3,8.05,0,28.0,0,0,1
0,3,7.65,0,42.0,1,0,1
1,3,7.8875,0,28.0,1,0,1
0,3,7.2292,0,30.0,1,0,0
0,3,7.8958,0,28.0,1,0,1
0,3,7.925,1,27.0,0,0,1
0,3,7.925,1,25.0,0,0,1
0,3,7.8958,0,28.0,1,0,1
1,3,7.8958,0,29.0,1,0,0
1,3,7.7958,0,21.0,1,0,1
0,3,7.05,0,28.0,1,0,1
0,3,7.8542,0,20.0,1,0,1
0,3,7.8542,0,48.0,1,0,1
0,3,7.0542,1,17.0,1,0,1
1,3,7.75,0,28.0,0,1,0
1,3,8.1125,0,28.0,1,0,1
0,3,6.4958,0,34.0,1,0,1
1,3,7.775,0,26.0,1,0,1
0,3,7.7958,0,22.0,1,0,1
0,3,8.6542,0,33.0,1,0,1
0,3,7.775,0,31.0,1,0,1
0,3,7.8542,0,29.0,1,0,1
1,3,11.1333,2,4.0,1,0,1
1,3,11.1333,2,1.0,0,0,1
0,3,0.0,0,49.0,1,0,1
0,3,7.775,0,33.0,1,0,1
0,3,0.0,0,19.0,1,0,1
1,3,11.1333,2,27.0,0,0,1
0,3,23.45,3,28.0,1,0,1
0,3,23.45,3,28.0,0,0,1
0,3,23.45,3,28.0,1,0,1
0,3,23.45,3,28.0,0,0,1
0,3,7.8958,0,23.0,1,0,1
1,3,7.8542,0,32.0,1,0,1
0,3,7.8542,0,27.0,1,0,1
0,3,9.825,1,20.0,0,0,1
0,3,9.825,1,21.0,0,0,1
1,3,7.925,0,32.0,1,0,1
0,3,7.125,0,17.0,1,0,1
0,3,8.4333,0,21.0,1,0,1
0,3,7.8958,0,30.0,1,0,1
1,3,7.7958,0,21.0,1,0,1
0,3,7.8542,0,33.0,1,0,1
0,3,7.5208,0,22.0,1,0,1
1,3,13.4167,1,4.0,0,0,0
1,3,13.4167,1,39.0,1,0,0
0,3,7.2292,0,28.0,1,0,0
0,3,7.2292,0,18.5,1,0,0
0,3,7.75,0,28.0,1,1,0
0,3,7.25,0,28.0,1,0,1
1,3,7.75,0,28.0,0,1,0
1,3,7.75,0,28.0,0,1,0
0,3,7.8292,0,34.5,1,1,0
0,3,8.05,0,44.0,1,0,1
1,3,7.75,0,28.0,1,1,0
0,3,14.4542,1,28.0,1,0,0
0,3,14.4542,1,28.0,0,0,0
0,3,7.75,1,28.0,1,1,0
0,3,7.75,1,28.0,1,1,0
0,3,7.7375,0,28.0,1,1,0
0,3,8.6625,2,22.0,0,0,1
0,3,8.6625,2,26.0,1,0,1
1,3,22.025,2,4.0,0,0,1
1,3,22.025,4,29.0,1,0,1
1,3,22.025,2,26.0,0,0,1
0,3,12.1833,2,1.0,0,0,1
0,3,7.8542,2,18.0,1,0,1
0,3,12.1833,2,36.0,0,0,1
0,3,7.8958,0,28.0,1,0,0
1,3,7.2292,0,25.0,1,0,0
0,3,7.225,0,28.0,1,0,0
0,3,9.5875,0,37.0,0,0,1
0,3,7.8958,0,28.0,1,0,1
1,3,56.4958,0,28.0,1,0,1
0,3,56.4958,0,28.0,1,0,1
1,3,7.25,0,22.0,0,0,1
0,3,7.75,0,28.0,1,1,0
1,3,56.4958,0,26.0,1,0,1
0,3,9.4833,0,29.0,1,0,1
0,3,7.775,0,29.0,1,0,1
0,3,7.775,0,22.0,1,0,1
1,3,7.225,0,22.0,1,0,0
0,3,25.4667,4,28.0,1,0,1
0,3,25.4667,4,28.0,0,0,1
0,3,25.4667,4,28.0,0,0,1
0,3,25.4667,4,28.0,0,0,1
0,3,25.4667,4,28.0,0,0,1
0,3,7.925,0,32.0,1,0,1
0,3,6.4375,0,34.5,1,0,0
0,3,15.5,1,28.0,0,1,0
0,3,15.5,1,28.0,1,1,0
0,3,0.0,0,36.0,1,0,1
0,3,24.15,0,39.0,1,0,1
0,3,9.5,0,24.0,1,0,1
0,3,7.775,0,25.0,0,0,1
0,3,7.75,0,45.0,0,0,1
0,3,15.55,1,36.0,1,0,1
0,3,15.55,1,30.0,0,0,1
1,3,7.925,1,20.0,1,0,1
0,3,7.8792,0,28.0,1,1,0
0,3,56.4958,0,28.0,1,0,1
0,3,7.55,0,28.0,1,0,1
0,3,16.1,1,30.0,1,0,1
0,3,16.1,1,26.0,0,0,1
0,3,7.8792,0,28.0,1,0,1
0,3,7.25,0,20.5,1,0,1
1,3,8.6625,0,27.0,1,0,1
0,3,7.0542,0,51.0,1,0,1
1,3,7.8542,0,23.0,0,0,1
1,3,7.5792,0,32.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.55,0,28.0,1,0,1
1,3,7.75,0,28.0,0,1,0
1,3,7.1417,0,24.0,1,0,1
0,3,7.125,0,22.0,1,0,1
0,3,7.8792,0,28.0,0,1,0
0,3,7.75,0,28.0,1,1,0
0,3,8.05,0,28.0,1,0,1
0,3,7.925,0,29.0,1,0,1
1,3,7.2292,0,28.0,1,0,0
0,3,7.75,0,30.5,0,1,0
1,3,7.7375,0,28.0,0,1,0
0,3,7.2292,0,28.0,1,0,0
0,3,7.8958,0,35.0,1,0,0
0,3,7.8958,0,33.0,1,0,1
1,3,7.225,0,28.0,0,0,0
0,3,7.8958,0,28.0,1,0,0
1,3,7.75,0,28.0,0,1,0
1,3,7.75,0,28.0,1,1,0
1,3,23.25,2,28.0,0,1,0
1,3,23.25,2,28.0,0,1,0
1,3,23.25,2,28.0,1,1,0
1,3,7.7875,0,28.0,0,1,0
0,3,15.5,0,28.0,1,1,0
1,3,7.8792,0,28.0,0,1,0
1,3,8.0292,0,15.0,0,1,0
0,3,7.75,0,35.0,0,1,0
0,3,7.75,0,28.0,1,1,0
0,3,16.1,1,24.0,1,0,1
0,3,16.1,1,19.0,0,0,1
0,3,7.75,0,28.0,0,1,0
0,3,8.05,0,28.0,0,0,1
0,3,8.05,0,28.0,0,0,1
0,3,8.05,0,55.5,1,0,1
0,3,7.75,0,28.0,1,1,0
1,3,7.775,0,21.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,7.8958,0,24.0,1,0,1
0,3,7.8958,0,21.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
1,3,7.8792,0,28.0,0,1,0
0,3,7.65,0,25.0,1,0,1
1,3,12.475,1,6.0,1,0,1
1,3,12.475,1,27.0,0,0,1
0,3,8.05,0,28.0,1,0,1
1,3,24.15,1,28.0,0,1,0
0,3,24.15,1,28.0,1,1,0
0,3,8.4583,0,28.0,1,1,0
0,3,8.05,0,34.0,1,0,1
0,3,7.75,0,28.0,1,1,0
1,3,7.775,0,28.0,1,0,1
1,3,15.2458,2,28.0,1,0,0
1,3,15.2458,2,28.0,1,0,0
1,3,15.2458,2,28.0,0,0,0
1,3,7.2292,0,28.0,0,0,0
0,3,8.05,0,28.0,1,0,1
1,3,7.7333,0,28.0,0,1,0
1,3,7.75,0,24.0,0,1,0
0,3,8.05,0,28.0,1,0,1
1,3,15.5,1,28.0,0,1,0
1,3,15.5,1,28.0,0,1,0
1,3,15.5,0,28.0,0,1,0
0,3,7.75,0,18.0,1,0,1
0,3,7.8958,0,22.0,1,0,1
1,3,7.225,0,15.0,0,0,0
1,3,15.7417,2,1.0,0,0,0
1,3,15.7417,2,20.0,1,0,0
1,3,15.7417,2,19.0,0,0,0
0,3,8.05,0,33.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.2292,0,28.0,1,0,0
0,3,7.75,0,28.0,0,1,0
0,3,7.8958,0,28.0,1,0,1
1,3,11.2417,1,12.0,1,0,0
1,3,11.2417,1,14.0,0,0,0
0,3,7.925,0,29.0,0,0,1
0,3,8.05,0,28.0,1,0,1
1,3,7.775,0,18.0,0,0,1
1,3,7.8542,0,26.0,0,0,1
0,3,7.8542,0,21.0,1,0,1
0,3,7.125,0,41.0,1,0,1
1,3,7.925,0,39.0,1,0,1
0,3,7.8,0,21.0,1,0,1
0,3,7.2292,0,28.5,1,0,0
1,3,7.75,0,22.0,0,0,1
0,3,6.2375,0,61.0,1,0,1
0,3,15.5,1,28.0,1,1,0
0,3,7.8292,0,28.0,1,1,0
1,3,15.5,1,28.0,0,1,0
0,3,7.7333,0,28.0,1,1,0
0,3,7.75,0,28.0,1,1,0
0,3,7.75,0,28.0,1,1,0
0,3,9.225,0,23.0,1,0,1
0,3,7.75,0,28.0,0,1,0
1,3,7.75,0,28.0,0,1,0
1,3,7.8792,0,28.0,0,1,0
1,3,7.775,0,22.0,0,0,1
1,3,7.75,0,28.0,1,1,0
1,3,7.8292,0,28.0,0,1,0
1,3,3.1708,1,9.0,1,0,1
0,3,22.525,0,28.0,1,0,1
0,3,8.4042,1,42.0,1,0,1
0,3,7.3125,0,28.0,1,0,1
0,3,7.8542,0,31.0,0,0,1
0,3,7.8542,0,28.0,1,0,1
1,3,7.775,0,32.0,1,0,1
0,3,9.225,0,20.0,1,0,1
0,3,8.6625,0,23.0,0,0,1
0,3,8.6625,0,20.0,0,0,1
0,3,8.6625,0,20.0,1,0,1
0,3,9.2167,0,16.0,1,0,1
1,3,8.6833,0,31.0,0,0,1
0,3,7.6292,0,28.0,0,1,0
0,3,21.075,4,2.0,1,0,1
0,3,21.075,4,6.0,1,0,1
0,3,21.075,4,3.0,0,0,1
0,3,21.075,4,8.0,0,0,1
0,3,21.075,4,29.0,0,0,1
0,3,39.6875,5,1.0,1,0,1
0,3,39.6875,5,7.0,1,0,1
0,3,39.6875,5,2.0,1,0,1
0,3,39.6875,5,16.0,1,0,1
0,3,39.6875,5,14.0,1,0,1
0,3,39.6875,5,41.0,0,0,1
0,3,8.6625,0,21.0,1,0,1
0,3,14.5,0,19.0,1,0,1
0,3,8.7125,0,28.0,1,0,0
0,3,7.8958,0,32.0,1,0,1
0,3,13.775,2,0.75,1,0,1
0,3,13.775,2,3.0,0,0,1
0,3,13.775,2,26.0,0,0,1
0,3,7.0,0,28.0,1,0,1
0,3,7.775,0,28.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,7.925,0,21.0,1,0,1
0,3,7.925,0,25.0,1,0,1
0,3,7.25,0,22.0,1,0,1
1,3,7.775,1,25.0,1,0,1
1,3,22.3583,2,28.0,1,0,0
1,3,22.3583,2,28.0,0,0,0
1,3,22.3583,2,28.0,0,0,0
0,3,8.1375,0,28.0,0,1,0
0,3,8.05,0,24.0,1,0,1
0,3,7.8958,0,28.0,0,0,1
0,3,7.8958,0,19.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,7.775,1,25.0,1,0,1
0,3,7.775,0,18.0,0,0,1
1,3,8.05,0,32.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,8.6625,0,17.0,1,0,1
0,3,8.6625,0,24.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,8.1125,0,28.0,0,0,1
0,3,7.2292,0,28.0,1,0,0
0,3,7.25,0,28.0,1,0,1
0,3,7.8958,0,38.0,1,0,1
0,3,8.05,0,21.0,1,0,1
0,3,29.125,5,10.0,1,1,0
0,3,29.125,5,4.0,1,1,0
0,3,29.125,5,7.0,1,1,0
0,3,29.125,5,2.0,1,1,0
0,3,29.125,5,8.0,1,1,0
0,3,29.125,5,39.0,0,1,0
0,3,39.6875,0,22.0,0,0,1
0,3,7.125,0,35.0,1,0,1
1,3,7.7208,0,28.0,0,1,0
0,3,14.5,0,28.0,1,0,1
0,3,14.5,0,28.0,0,0,1
0,3,14.5,1,50.0,1,0,1
0,3,14.5,1,47.0,0,0,1
0,3,8.05,0,28.0,1,0,1
0,3,7.775,0,28.0,1,0,1
0,3,20.2125,2,2.0,0,0,1
0,3,20.2125,2,18.0,1,0,1
0,3,20.2125,2,41.0,0,0,1
1,3,8.05,0,28.0,0,0,1
0,3,8.05,0,50.0,1,0,1
0,3,8.05,0,16.0,1,0,1
1,3,7.75,0,28.0,1,1,0
0,3,24.15,0,28.0,1,1,0
0,3,7.2292,0,28.0,1,0,0
0,3,7.225,0,25.0,1,0,0
0,3,7.225,0,28.0,1,0,0
0,3,7.7292,0,28.0,1,1,0
0,3,7.575,0,28.0,1,0,1
0,3,7.25,0,38.5,1,0,1
0,3,69.55,10,28.0,1,0,1
0,3,69.55,10,14.5,1,0,1
0,3,69.55,10,28.0,0,0,1
0,3,69.55,10,28.0,0,0,1
0,3,69.55,10,28.0,0,0,1
0,3,69.55,10,28.0,0,0,1
0,3,69.55,10,28.0,1,0,1
0,3,69.55,10,28.0,1,0,1
0,3,69.55,10,28.0,1,0,1
0,3,69.55,10,28.0,1,0,1
0,3,69.55,10,28.0,0,0,1
0,3,9.325,0,24.0,1,0,1
1,3,7.65,0,21.0,0,0,1
0,3,7.925,0,39.0,1,0,1
0,3,21.6792,2,28.0,1,0,0
0,3,21.6792,2,28.0,1,0,0
0,3,21.6792,2,28.0,1,0,0
1,3,16.7,2,1.0,0,0,1
1,3,16.7,2,24.0,0,0,1
1,3,16.7,2,4.0,0,0,1
1,3,9.5,0,25.0,1,0,1
0,3,8.05,0,20.0,1,0,1
0,3,8.05,0,24.5,1,0,1
0,3,7.725,0,28.0,1,1,0
0,3,7.8958,0,28.0,1,0,1
0,3,7.75,0,28.0,1,1,0
1,3,9.5,0,29.0,1,0,1
0,3,15.1,0,28.0,1,0,1
1,3,7.7792,0,28.0,0,1,0
0,3,8.05,0,28.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,7.2292,0,22.0,1,0,0
0,3,8.05,0,28.0,1,0,1
0,3,7.8958,0,40.0,1,0,1
0,3,7.925,0,21.0,1,0,1
1,3,7.4958,0,18.0,0,0,1
0,3,27.9,5,4.0,1,0,1
0,3,27.9,5,10.0,1,0,1
0,3,27.9,5,9.0,0,0,1
0,3,27.9,5,2.0,0,0,1
0,3,27.9,5,40.0,1,0,1
0,3,27.9,5,45.0,0,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,8.6625,0,28.0,1,0,1
0,3,7.75,0,28.0,1,1,0
1,3,7.7333,0,28.0,0,1,0
0,3,7.65,0,19.0,1,0,1
0,3,8.05,0,30.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,8.05,0,32.0,1,0,1
0,3,7.8958,0,28.0,1,0,1
0,3,8.6625,0,33.0,1,0,0
1,3,7.55,0,23.0,0,0,1
0,3,8.05,0,21.0,1,0,1
0,3,14.4542,0,60.5,1,0,1
0,3,7.8958,0,19.0,1,0,1
0,3,9.8375,0,22.0,0,0,1
1,3,7.925,0,31.0,1,0,1
0,3,8.6625,0,27.0,1,0,1
0,3,10.4625,1,2.0,0,0,1
0,3,10.4625,2,29.0,0,0,1
1,3,8.05,0,16.0,1,0,1
1,3,7.925,0,44.0,1,0,1
0,3,7.05,0,25.0,1,0,1
0,3,7.775,0,74.0,1,0,1
1,3,9.225,0,14.0,1,0,1
0,3,7.7958,0,24.0,1,0,1
1,3,7.7958,0,25.0,1,0,1
0,3,8.05,0,34.0,1,0,1
1,3,8.5167,1,0.42,1,0,0
0,3,6.4375,1,28.0,1,0,0
0,3,6.4375,0,28.0,1,0,0
0,3,7.225,0,28.0,1,0,0
1,3,8.5167,2,16.0,0,0,0
0,3,8.05,0,28.0,1,0,1
0,3,16.1,1,28.0,1,0,1
1,3,16.1,1,28.0,0,0,1
0,3,7.925,0,32.0,1,0,1
0,3,7.75,0,28.0,1,1,0
0,3,7.8958,0,28.0,1,0,1
0,3,8.05,0,30.5,1,0,1
0,3,8.05,0,44.0,1,0,1
0,3,7.2292,0,28.0,1,0,0
1,3,0.0,0,25.0,1,0,1
0,3,7.2292,0,28.0,1,0,0
1,3,15.2458,2,7.0,1,0,0
1,3,15.2458,2,9.0,0,0,0
1,3,15.2458,2,29.0,0,0,0
0,3,7.8958,0,36.0,1,0,1
1,3,9.8417,0,18.0,0,0,1
1,3,9.5875,0,63.0,0,0,1
0,3,14.5,2,28.0,1,0,1
0,3,14.5,2,11.5,1,0,1
0,3,14.5,2,40.5,1,0,1
0,3,24.15,2,10.0,0,0,1
0,3,24.15,2,36.0,1,0,1
0,3,24.15,2,30.0,0,0,1
0,3,9.5,0,28.0,1,0,1
0,3,9.5,0,33.0,1,0,1
0,3,9.5,0,28.0,1,0,1
0,3,9.5,0,28.0,1,0,1
0,3,9.0,0,47.0,1,0,1
0,3,18.0,2,18.0,0,0,1
0,3,18.0,3,31.0,1,0,1
0,3,18.0,2,16.0,1,0,1
0,3,18.0,1,31.0,0,0,1
1,3,7.225,0,22.0,1,0,0
0,3,7.8542,0,20.0,1,0,1
0,3,7.8542,0,14.0,0,0,1
0,3,7.8958,0,22.0,1,0,1
0,3,9.0,0,22.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,7.55,0,28.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,9.5,0,32.5,1,0,1
1,3,7.2292,0,38.0,0,0,0
0,3,7.75,0,51.0,1,0,1
0,3,6.4958,1,18.0,1,0,1
0,3,6.4958,1,21.0,1,0,1
1,3,7.0,1,47.0,0,0,1
0,3,8.7125,0,28.0,1,0,1
0,3,7.55,0,28.0,1,0,1
0,3,8.05,0,28.0,1,0,1
0,3,16.1,0,28.5,1,0,1
0,3,7.25,0,21.0,1,0,1
0,3,8.6625,0,27.0,1,0,1
0,3,7.25,0,28.0,1,0,1
0,3,9.5,0,36.0,1,0,1
0,3,14.4542,1,27.0,1,0,0
1,3,14.4542,1,15.0,0,0,0
0,3,7.225,0,45.5,1,0,0
0,3,7.225,0,28.0,1,0,0
0,3,14.4583,0,28.0,1,0,0
0,3,14.4542,1,14.5,0,0,0
0,3,14.4542,1,28.0,0,0,0
0,3,7.225,0,26.5,1,0,0
0,3,7.225,0,27.0,1,0,0
0,3,7.875,0,29.0,1,0,1
